name,img,price,price_for,room_type,beds,rating,rating_title,number_of_ratings,url
Village Nest,https://cf.bstatic.com/xdata/images/hotel/square200/240479047.webp?k=93b5a5078d5e63bbd7214333322291807de740b5c61e8262ff6912a25254fe04&o=," 3,191","1 night, 1 adult",Budget Single Room,1 single bed,8.2,Very good,71 reviews,https://www.booking.com/hotel/lk/village-nest.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=383948202_121222419_1_34_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=106&highlighted_blocks=383948202_121222419_1_34_0&hpos=6&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=383948202_121222419_1_34_0__1620&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1FDK1az_Y&from=searchresults;highlight_room=#hotelTmpl
Cascade Vally,https://cf.bstatic.com/xdata/images/hotel/square200/220666549.webp?k=1bd2d9892fb3642cdc72fad0c671c11cf7b905c49c6a58ff7495d4bdcf47fcbb&o=," 3,152","1 night, 1 adult",Triple Room with Mountain View,2 single beds,9.2,Superb,357 reviews,https://www.booking.com/hotel/lk/cascade-vally.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=154016502_202471925_3_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=107&highlighted_blocks=154016502_202471925_3_1_0&hpos=7&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=154016502_202471925_3_1_0__1600&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1gzGeJnXv&from=searchresults;highlight_room=#hotelTmpl
Ella Alpine Resort,https://cf.bstatic.com/xdata/images/hotel/square200/88280742.webp?k=b99ae796b189a324ac18a778a0bfe1bc731c4f14e937a885bc37adb7a545c7fa&o=," 11,702","1 night, 1 adult",King Room with Mountain View,1 large double bed,8.9,Fabulous,48 reviews,https://www.booking.com/hotel/lk/ella-alpine-resort.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=216141501_251964701_0_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=108&highlighted_blocks=216141501_251964701_0_1_0&hpos=8&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=216141501_251964701_0_1_0__5940&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1noiUzO_l&from=searchresults;highlight_room=#hotelTmpl
Dhanudi Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/243884711.webp?k=6105a0f7d4f7bb750c54d7b2e8c14e9d367531b4b1e0a9bb99bee0035f7959b8&o=," 3,546","1 night, 1 adult",Deluxe Double Room,1 double bed,9.6,Exceptional,190 reviews,https://www.booking.com/hotel/lk/dhanudi-homestay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=222757601_265531472_2_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=110&highlighted_blocks=222757601_265531472_2_1_0&hpos=10&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=222757601_265531472_2_1_0__1800&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1FGMC0ELN&from=searchresults;highlight_room=#hotelTmpl
Misty Elegance - Ella.,https://cf.bstatic.com/xdata/images/hotel/square200/240139438.webp?k=849642134964acba313a0ee7b19a79d4fe716b884e7045447a01245ba5475b15&o=," 4,433","1 night, 1 adult",Deluxe Double Room with Balcony,1 large double bed,8.7,Fabulous,170 reviews,https://www.booking.com/hotel/lk/misty-elegance-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=449268101_221764711_0_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=111&highlighted_blocks=449268101_221764711_0_42_0&hpos=11&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=449268101_221764711_0_42_0__2250&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1pl3r1abU&from=searchresults;highlight_room=#hotelTmpl
Astral Zone Cottage ELLA,https://cf.bstatic.com/xdata/images/hotel/square200/183468521.webp?k=442ccd4194dd2871ca6e07462150d5c6ac9442d38354aa74721ef2e7949269e6&o=," 3,349","1 night, 1 adult",One-Bedroom Villa,1 large double bed,9.9,Exceptional,52 reviews,https://www.booking.com/hotel/lk/astral-zone-cottage-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=467998401_144952282_1_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=112&highlighted_blocks=467998401_144952282_1_42_0&hpos=12&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=467998401_144952282_1_42_0__1700&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1IcqylRyq&from=searchresults;highlight_room=#hotelTmpl
Tiki bar hostel ella,https://cf.bstatic.com/xdata/images/hotel/square200/246401064.webp?k=234934bc38237851ec00e45204c690c3cf75238df581d6609aa793d7345b28c6&o=, 788,"1 night, 1 adult",Single Bed in Mixed Dormitory Room,1 single bed,7.4,Good,6 reviews,https://www.booking.com/hotel/lk/tiki-hostel-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=621981201_242452122_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=113&highlighted_blocks=621981201_242452122_1_1_0&hpos=13&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=621981201_242452122_1_1_0__400&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1I1jebP_f&from=searchresults;highlight_room=#hotelTmpl
Ella Rawana Den Hotel,https://cf.bstatic.com/xdata/images/hotel/square200/121143832.webp?k=fd46d5c19902c999717db39575cd0ab1ae647001d74830a593eebea593dfa2cc&o=," 3,546","1 night, 1 adult",Standard Triple Room,"2 beds
(1 single, 1 double)",8.8,Fabulous,426 reviews,https://www.booking.com/hotel/lk/rawana-den.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=171309302_101777617_2_34_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=114&highlighted_blocks=171309302_101777617_2_34_0&hpos=14&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=171309302_101777617_2_34_0__1800&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v168gT0tMY&from=searchresults;highlight_room=#hotelTmpl
The Rezt,https://cf.bstatic.com/xdata/images/hotel/square200/260047628.webp?k=32bb42b4b76c69410e618a2e6801cc098aff0048c092a11f7451f271a3932a67&o=," 4,925","1 night, 1 adult",King Room,1 extra-large double bed,9.6,Exceptional,32 reviews,https://www.booking.com/hotel/lk/the-rezt.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=561320601_210910049_2_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=115&highlighted_blocks=561320601_210910049_2_1_0&hpos=15&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=561320601_210910049_2_1_0__2500&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1Mq2nl5pU&from=searchresults;highlight_room=#hotelTmpl
Fair View Cottage,https://cf.bstatic.com/xdata/images/hotel/square200/216691266.webp?k=f5536f722831c0ff372a0e2022626ca6dd6f1631bd7de973bf7341f34352c589&o=," 7,486","1 night, 1 adult",Deluxe King Room,1 extra-large double bed,9.5,Exceptional,31 reviews,https://www.booking.com/hotel/lk/fair-view-cottage.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=554286302_242496336_2_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=117&highlighted_blocks=554286302_242496336_2_1_0&hpos=17&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=554286302_242496336_2_1_0__3800&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1nSQktBpb&from=searchresults;highlight_room=#hotelTmpl
Ella Sunrise,https://cf.bstatic.com/xdata/images/hotel/square200/134302516.webp?k=05c45387224d6074a5690bba3049a9b1e26d4675850c9fc21f5025114b4806dd&o=," 2,961","1 night, 1 adult",Deluxe Double Room with Twin Beds,2 single beds,8.8,Fabulous,131 reviews,https://www.booking.com/hotel/lk/ella-sunrice.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=249323805_113715614_0_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=118&highlighted_blocks=249323805_113715614_0_0_0&hpos=18&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=249323805_113715614_0_0_0__1503&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1HXDAzWp-&from=searchresults;highlight_room=#hotelTmpl
Nice View Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/241679213.webp?k=5c8392f1120b6787a925622103128750f82b1a6186420da218a10b81332dedc7&o=," 3,349","1 night, 1 adult",Family Room with Balcony,2 large double beds,9,Superb,269 reviews,https://www.booking.com/hotel/lk/nice-view-homestay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=146862402_108884183_2_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=119&highlighted_blocks=146862402_108884183_2_41_0&hpos=19&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=146862402_108884183_2_41_0__1700&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1eUJ_ENgj&from=searchresults;highlight_room=#hotelTmpl
Sunburst view,https://cf.bstatic.com/xdata/images/hotel/square200/238751254.webp?k=a289cace9e1eeaac08f63512061ae25768f00640e8f62c58f20b03c9ef3eb4d7&o=," 2,561","1 night, 1 adult",Double Room,1 single bed,9.4,Superb,20 reviews,https://www.booking.com/hotel/lk/sunburst-view.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=473729101_253489376_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=120&highlighted_blocks=473729101_253489376_1_41_0&hpos=20&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=473729101_253489376_1_41_0__1300&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1c6ufgua5&from=searchresults;highlight_room=#hotelTmpl
"Rockvilla, Ella",https://cf.bstatic.com/xdata/images/hotel/square200/176317613.webp?k=9d169de53239d1dbabf9f89d2860f87ade2ce06c8c32f1cf59b5f2f4503db43c&o=," 4,433","1 night, 1 adult",Family Room with Kitchen,3 double beds,9,Superb,31 reviews,https://www.booking.com/hotel/lk/rockvila-guest-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=446610301_230742957_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=121&highlighted_blocks=446610301_230742957_1_41_0&hpos=21&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=446610301_230742957_1_41_0__2250&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1ua6o-hcb&from=searchresults;highlight_room=#hotelTmpl
Mc Queen Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/242927476.webp?k=f5ddfb96bf908cb0327d343b3d995272925e826e727239bb84d639c1b507cb63&o=," 6,383","1 night, 1 adult",Deluxe Double Room,1 extra-large double bed,9.5,Exceptional,219 reviews,https://www.booking.com/hotel/lk/mc-queen.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=206304104_127207897_2_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=122&highlighted_blocks=206304104_127207897_2_0_0&hpos=22&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=206304104_127207897_2_0_0__3240&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v11wIFhHiA&from=searchresults;highlight_room=#hotelTmpl
La Montagna,https://cf.bstatic.com/xdata/images/hotel/square200/236157364.webp?k=5f7a626f113e6251a02c8467a61e0c6075af67f339830aea9cae9cfa84b40a83&o=," 8,373","1 night, 1 adult",Double Room,1 large double bed,8.9,Fabulous,107 reviews,https://www.booking.com/hotel/lk/la-montagna-resort.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=197180101_274167418_0_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=123&highlighted_blocks=197180101_274167418_0_1_0&hpos=23&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=197180101_274167418_0_1_0__4250&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1ltccirDy&from=searchresults;highlight_room=#hotelTmpl
Royal Mount Ella,https://cf.bstatic.com/xdata/images/hotel/square200/143082291.webp?k=2fe50db77afadcc400a66e7f982748570900f011ded56f3f74d932225c07897f&o=," 4,334","1 night, 1 adult",Deluxe Double Room,1 large double bed,9.7,Exceptional,155 reviews,https://www.booking.com/hotel/lk/royal-mount-guest-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=304038302_229063065_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=124&highlighted_blocks=304038302_229063065_1_41_0&hpos=24&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=304038302_229063065_1_41_0__2200&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v12hnFIs7H&from=searchresults;highlight_room=#hotelTmpl
Ella Sisila View,https://cf.bstatic.com/xdata/images/hotel/square200/152811685.webp?k=74ff700197974fb99995be04d25aa3903f07517aed7d1fb8dad4d02de783b502&o=," 5,861","1 night, 1 adult",Deluxe Double Room,1 extra-large double bed,8.6,Fabulous,217 reviews,https://www.booking.com/hotel/lk/ella-sisila-view.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=b89fdc0105fbde6e664baf368b9f4b91&all_sr_blocks=262130001_240427089_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=125&highlighted_blocks=262130001_240427089_1_41_0&hpos=25&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=262130001_240427089_1_41_0__2975&srepoch=1621576330&srpvid=1da129444a9c0173&ucfs=1&sig=v1YOnViZ9S&from=searchresults;highlight_room=#hotelTmpl
Heavens Seven,https://cf.bstatic.com/xdata/images/hotel/square200/102976352.webp?k=43313a91b4d802b054148f241249da2f100eb23ddddfba5523b08a64f330cc41&o=," 5,319","1 night, 1 adult",King Room with Mountain View,1 double bed,9.1,Superb,108 reviews,https://www.booking.com/hotel/lk/heavens-seven.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=205761402_95221419_2_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=126&highlighted_blocks=205761402_95221419_2_1_0&hpos=1&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=205761402_95221419_2_1_0__2700&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1lNaGAB1T&from=searchresults;highlight_room=#hotelTmpl
Ella Tea Land View,https://cf.bstatic.com/xdata/images/hotel/square200/220846298.webp?k=98f451ae46fb937e88b8b1d283cec2136fb6c42690030c9d15264dda88577368&o=," 1,379","1 night, 1 adult",Superior Family Room,2 extra-large double beds,8.3,Very good,41 reviews,https://www.booking.com/hotel/lk/ella-tea-land-view.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=301527102_110871554_1_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=127&highlighted_blocks=301527102_110871554_1_0_0&hpos=2&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=301527102_110871554_1_0_0__700&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1urq3BrdO&from=searchresults;highlight_room=#hotelTmpl
Feelin' good Resort,https://cf.bstatic.com/xdata/images/hotel/square200/131906190.webp?k=50cdec49f68638cb8d7cd763fab0b0f102edfae8cdd195e681600a9aa4e3f6e4&o=," 4,925","1 night, 1 adult",Superior Double Room with Garden View,1 double bed,8.2,Very good,62 reviews,https://www.booking.com/hotel/lk/feelin-good-resort-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=67687002_89233013_2_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=129&highlighted_blocks=67687002_89233013_2_42_0&hpos=4&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=67687002_89233013_2_42_0__2500&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v17XX6-N8D&from=searchresults;highlight_room=#hotelTmpl
Nature's Glow Home Stay,https://cf.bstatic.com/xdata/images/hotel/square200/105028242.webp?k=4b6d3c416ca462bfdcefeae84c874f7eee6128bf45e0edbb78ec1dc5b6fbcd0f&o=," 2,049","1 night, 1 adult",Double Room with Balcony (2 Adults + 1 Child),1 extra-large double bed,9,Superb,146 reviews,https://www.booking.com/hotel/lk/nature-39-s-glow-home-stay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=246853905_202826217_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=130&highlighted_blocks=246853905_202826217_1_41_0&hpos=5&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=246853905_202826217_1_41_0__1040&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1sniivJO7&from=searchresults;highlight_room=#hotelTmpl
Senavi 9 Arch Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/119785001.webp?k=501dc388e42cc923995b1d54f37d8c4c1f294ee09fc267549dc7f7b14242d00c&o=," 4,521","1 night, 1 adult",Comfort Triple Room with Nine Arch Bridge View,"2 beds
(1 single, 1 double)",9.1,Superb,159 reviews,https://www.booking.com/hotel/lk/nine-arch-bridge-view-homestay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=164451304_185602737_1_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=131&highlighted_blocks=164451304_185602737_1_2_0&hpos=6&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=164451304_185602737_1_2_0__2295&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1t5S9Ferl&from=searchresults;highlight_room=#hotelTmpl
